Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,12,81.818,0.636,0.467,0.922,0.538,0.75
66,17,74.242,0.417,0.333,0.863,0.37,0.699
66,18,72.727,0.412,0.467,0.804,0.437,0.74
66,15,77.273,0.5,0.267,0.922,0.348,0.693
67,15,77.612,0.538,0.438,0.882,0.483,0.782
67,15,77.612,0.529,0.562,0.843,0.545,0.716
67,13,80.597,0.615,0.5,0.902,0.552,0.787
67,11,83.582,0.75,0.4,0.962,0.522,0.771
67,15,77.612,0.5,0.333,0.904,0.4,0.76
67,15,77.612,0.5,0.4,0.885,0.444,0.75
