y,demo+Age,clinic+Headache,clinic+LowerBackPain,clinic+MuscleSore,clinic+RestlessSleep,clinic+MouthOpen,C+C_energy,C+C_entropy,C+C_correlation,C+C_invDiffMoment,C+C_inertia,C+C_shortRunEmph,C+C_longRunEmph,C+C_greyLevelNonunif,C+C_runLengthNonunif,C+C_lowGreyLevelRun,C+C_highGreyLevelRun,C+C_shortRunLowGrey,C+C_shortRunHighGrey,C+C_longRunLowGreys,C+C_longRunHighGrey,C+C_BVTV,C+C_TbTh,C+C_TbSp,C+C_TbN,C+C_BSBV,Af+Af_energy,Af+Af_entropy,Af+Af_correlation,Af+Af_invDiffMoment,Af+Af_inertia,Af+Af_shortRunEmph,Af+Af_longRunEmph,Af+Af_greyLevelNonunif,Af+Af_runLengthNonunif,Af+Af_lowGreyLevelRun,Af+Af_highGreyLevelRun,Af+Af_shortRunLowGrey,Af+Af_shortRunHighGrey,Af+Af_longRunLowGrey,Af+Af_longRunHighGrey,Af+Af_BVTV,Af+Af_TbTh,Af+Af_TbSp,Af+Af_TbN,Af+Af_BSBV,Ser+angiogeninSeru,Ser+bDNFSeru,Ser+cXCL16Seru,Ser+eNA78Seru,Ser+mMP3Seru,Ser+mMP7Seru,Ser+oPGSeru,Ser+pAI1Seru,Ser+tGFb1Seru,Ser+tIMP1Seru,Ser+tRANCESeru,Ser+vECadherinSeru,Ser+vEGFSeru,Sal+angiogeninSAL,Sal+cXCL16SAL,Sal+eNA78SAL,Sal+mMP7SAL,Sal+oPGSAL,Sal+tGFb1SAL,Sal+tIMP1SAL,Sal+tRANCESAL,Sal+vECadherinSAL,Sal+vEGFSAL,JS+3D_Sc_Sf_JS
-6.7567567567779545e-06,2.7027027026753998e-06,1.3513513513524028e-05,3.378378378375306e-05,4.054054054080613e-06,-1.081081081080662e-05,-2.7027027026949035e-06,-2.702702702715908e-06,-2.702702702697904e-06,-5.405405405395808e-06,2.7027027026844016e-06,9.459459459473421e-06,2.702702702715908e-06,-1.3513513513617046e-06,-1.3513513513707064e-06,2.7027027026994042e-06,4.054054054073111e-06,2.7027027027144073e-06,5.405405405405373e-06,-1.800361661554308e-17,-5.405405405395808e-06,-2.702702702690403e-06,5.405405405389807e-06,1.3513513513422008e-06,-4.054054054054733e-06,-4.054054054068611e-06,-1.351351351332824e-06,-1.3513513513348164e-06,-4.054054054090365e-06,-2.702702702715908e-06,-5.405405405410811e-06,2.7027027027384122e-06,-2.702702702681401e-06,1.3513513513617046e-06,-4.054054054029602e-06,-1.351351351373707e-06,-2.702702702708406e-06,-4.50090415388577e-18,2.7027027027144073e-06,-2.7027027026753998e-06,-2.7027027027204085e-06,-1.50030138462859e-17,6.756756756762014e-06,2.702702702701655e-06,-1.3513513513662055e-06,0.0,1.3513513513602043e-06,-5.4054054054018095e-06,1.3513513513703314e-06,2.7027027027018894e-06,1.351351351368456e-06,4.054054054051357e-06,2.702702702679713e-06,1.3513513513459515e-06,2.702702702690403e-06,-6.756756756759764e-06,0.0,1.351351351358704e-06,4.054054054049107e-06,-5.405405405413812e-06,1.351351351373707e-06,5.4054054054130615e-06,1.3513513513572037e-06,-2.702702702681776e-06,-2.7027027026994042e-06,1.3513513513632049e-06,9.459459459459167e-06,5.4054054054237045e-06,-1.1252260384714425e-18,1.351349362740725e-11
