Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,13,80.303,0.571,0.533,0.882,0.552,0.78
66,13,80.303,0.583,0.467,0.902,0.519,0.71
66,14,78.788,0.538,0.467,0.882,0.5,0.742
66,21,68.182,0.286,0.267,0.804,0.276,0.601
67,15,77.612,0.529,0.562,0.843,0.545,0.761
67,20,70.149,0.375,0.375,0.804,0.375,0.714
67,14,79.104,0.571,0.5,0.882,0.533,0.759
67,19,71.642,0.375,0.4,0.808,0.387,0.603
67,16,76.119,0.455,0.333,0.885,0.385,0.632
67,19,71.642,0.375,0.4,0.808,0.387,0.74
