Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,16,75.758,0.467,0.467,0.843,0.467,0.692
66,17,74.242,0.417,0.333,0.863,0.37,0.63
66,17,74.242,0.429,0.4,0.843,0.414,0.673
66,23,65.152,0.214,0.2,0.784,0.207,0.588
67,17,74.627,0.471,0.5,0.824,0.485,0.688
67,18,73.134,0.429,0.375,0.843,0.4,0.613
67,18,73.134,0.45,0.562,0.784,0.5,0.799
67,22,67.164,0.267,0.267,0.788,0.267,0.549
67,16,76.119,0.467,0.467,0.846,0.467,0.612
67,18,73.134,0.385,0.333,0.846,0.357,0.732
