Total,Nb Errors,Accuracy,Precision Case,Precision Control,Recall Case,Recall Control,Specificity,F1,F1 (TL. way),AUC
7,2,71.429,0.333,1.0,1.0,0.667,0.667,0.5,0.65,1.0
7,3,57.143,0.25,1.0,1.0,0.5,0.5,0.629,0.533,1.0
