Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,19,71.212,0.375,0.4,0.804,0.387,0.688
66,21,68.182,0.286,0.267,0.804,0.276,0.553
66,23,65.152,0.278,0.333,0.745,0.303,0.595
66,20,69.697,0.222,0.133,0.863,0.167,0.522
67,20,70.149,0.357,0.312,0.824,0.333,0.561
67,22,67.164,0.286,0.25,0.804,0.267,0.593
67,21,68.657,0.368,0.438,0.765,0.4,0.643
67,19,71.642,0.3,0.2,0.865,0.24,0.619
67,25,62.687,0.222,0.267,0.731,0.242,0.535
67,17,74.627,0.417,0.333,0.865,0.37,0.711
