Total,Nb Errors,Accuracy,Precision Case,Precision Control,Recall Case,Recall Control,Specificity,F1,F1 (TL. way),AUC
7,2,71.429,0.5,0.8,0.5,0.8,0.8,0.5,0.65,0.9
7,2,71.429,0.5,0.8,0.5,0.8,0.8,0.5,0.65,0.9
7,2,71.429,0.5,0.8,0.5,0.8,0.8,0.5,0.65,0.9
