Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,13,80.303,0.6,0.4,0.922,0.48,0.689
66,21,68.182,0.333,0.4,0.765,0.364,0.673
66,19,71.212,0.357,0.333,0.824,0.345,0.788
66,17,74.242,0.375,0.2,0.902,0.261,0.616
67,15,77.612,0.538,0.438,0.882,0.483,0.79
67,15,77.612,0.533,0.5,0.863,0.516,0.676
67,14,79.104,0.562,0.562,0.863,0.562,0.808
67,13,80.597,0.6,0.4,0.923,0.48,0.802
67,16,76.119,0.455,0.333,0.885,0.385,0.791
67,15,77.612,0.5,0.4,0.885,0.444,0.706
