Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,27,59.091,0.25,0.4,0.647,0.308,0.49
66,27,59.091,0.286,0.533,0.608,0.372,0.599
66,22,66.667,0.333,0.467,0.725,0.389,0.553
66,26,60.606,0.343,0.8,0.549,0.48,0.626
67,21,68.657,0.353,0.375,0.784,0.364,0.654
67,27,59.701,0.261,0.375,0.667,0.308,0.433
67,23,65.672,0.379,0.688,0.647,0.489,0.602
67,23,65.672,0.333,0.533,0.692,0.41,0.642
67,25,62.687,0.292,0.467,0.673,0.359,0.549
67,21,68.657,0.35,0.467,0.75,0.4,0.638
