Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
74,21,71.622,0.3,0.176,0.877,0.222,0.639
74,21,71.622,0.3,0.176,0.877,0.222,0.615
74,21,71.622,0.3,0.176,0.877,0.222,0.527
74,21,71.622,0.3,0.176,0.877,0.222,0.609
74,21,71.622,0.3,0.176,0.877,0.222,0.6
74,21,71.622,0.3,0.176,0.877,0.222,0.604
74,21,71.622,0.3,0.176,0.877,0.222,0.611
74,21,71.622,0.3,0.176,0.877,0.222,0.614
74,21,71.622,0.3,0.176,0.877,0.222,0.607
74,21,71.622,0.3,0.176,0.877,0.222,0.603
