Total,Nb Errors,Accuracy,Precision Case,Precision Control,Recall Case,Recall Control,Specificity,F1,F1 (TL. way),AUC
7,3,57.143,0.25,1.0,1.0,0.5,0.5,0.4,0.533,0.75
7,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
