Total,Nb Errors,Accuracy,Precision Case,Precision Control,Recall Case,Recall Control,Specificity,F1,F1 (TL. way),AUC
7,0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1,85.714,0.0,0.857,0.0,1.0,1.0,0.791,0.462,1.0
