Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
74,18,75.676,0.462,0.353,0.877,0.4,0.718
