Total,Nb Errors,Accuracy,Precision Case,Precision Control,Recall Case,Recall Control,Specificity,F1,F1 (TL. way),AUC
7,3,57.143,0.25,1.0,1.0,0.5,0.5,0.4,0.533,0.833
7,1,85.714,0.5,1.0,1.0,0.833,0.833,0.874,0.788,0.917
7,1,85.714,0.5,1.0,1.0,0.833,0.833,0.874,0.788,0.917
7,1,85.714,0.5,1.0,1.0,0.833,0.833,0.874,0.788,0.917
