Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,15,77.273,0.5,0.267,0.922,0.348,0.622
66,15,77.273,0.5,0.267,0.922,0.348,0.592
66,18,72.727,0.333,0.2,0.882,0.25,0.471
66,18,72.727,0.286,0.133,0.902,0.182,0.563
67,24,64.179,0.214,0.188,0.784,0.2,0.485
67,18,73.134,0.333,0.125,0.922,0.182,0.561
67,15,77.612,0.571,0.25,0.941,0.348,0.571
67,22,67.164,0.182,0.133,0.827,0.154,0.469
67,20,70.149,0.222,0.133,0.865,0.167,0.553
67,17,74.627,0.333,0.133,0.923,0.19,0.621
