Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,14,78.788,0.533,0.533,0.863,0.533,0.719
66,17,74.242,0.444,0.533,0.804,0.485,0.716
66,13,80.303,0.562,0.6,0.863,0.581,0.765
66,18,72.727,0.4,0.4,0.824,0.4,0.701
67,14,79.104,0.545,0.75,0.804,0.632,0.732
67,17,74.627,0.476,0.625,0.784,0.541,0.739
67,10,85.075,0.714,0.625,0.922,0.667,0.745
67,19,71.642,0.357,0.333,0.827,0.345,0.621
67,15,77.612,0.5,0.6,0.827,0.545,0.799
67,16,76.119,0.462,0.4,0.865,0.429,0.676
