Total,Nb Errors,Accuracy,Precision,Recall,Specificity,F1,AUC
66,14,78.788,0.571,0.267,0.941,0.364,0.774
66,15,77.273,0.5,0.133,0.961,0.211,0.633
66,21,68.182,0.0,0.0,0.882,0.0,0.719
66,15,77.273,0.5,0.2,0.941,0.286,0.715
