mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.0026236057281494142,0.00040188465115742304,0.0007194280624389648,9.078272285586093e-05,9.091818181818182,1,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 1, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.0019346714019775391,0.0003815181254439915,0.0005475044250488281,1.2435397476787646e-05,9.091818181818182,2,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 2, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.002953839302062988,9.953740396974046e-05,0.0008008241653442383,5.0545576601461955e-05,9.091818181818182,10,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 10, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.001785445213317871,9.122077107041723e-05,0.0005301713943481445,3.044373735722819e-05,9.091818181818182,3,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 3, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.0023222923278808593,0.0005658383792977917,0.0006498098373413086,0.00013901861056451944,9.091818181818182,9,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 9, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.001998138427734375,0.0001124909186763349,0.000560927391052246,6.542407820254736e-05,9.091818181818182,4,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 4, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.0026955366134643554,0.0007761533033701833,0.0007539272308349609,0.00018335544515027784,9.091818181818182,5,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 5, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.0025718212127685547,0.00035829762685828174,0.0007019996643066406,9.713649269899103e-05,9.091818181818182,6,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 6, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.0028903722763061524,0.00012716195000774238,0.000803685188293457,4.4468542070433816e-05,9.091818181818182,8,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 8, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
0.0028065919876098635,0.00017206631193031262,0.0007845163345336914,3.1813875154642414e-05,9.091818181818182,7,scale,sigmoid,"{'C': 9.091818181818182, 'degree': 7, 'gamma': 'scale', 'kernel': 'sigmoid'}",-0.0,-0.14285714285714285,-0.14285714285714285,-0.2857142857142857,-0.2857142857142857,-0.14285714285714285,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666,-0.16666666666666669,0.07604152106033958,1
